"Rank","Artist Name","Country","Genre","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Monthly Streams 1m","Spotify Monthly Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Twitter Followers 1m","Twitter Followers Total","Twitter Likes 1m","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"116","Frank Ocean","United States","R&B","413","116","N/A","11648600","N/A","13729298332","N/A","26781733","131290906","1841","N/A","1550000","N/A","840401938","N/A","8914081","7323","N/A","N/A","N/A","N/A","N/A","4034269","N/A","N/A","N/A","N/A","N/A","N/A","N/A","822026","N/A","N/A","N/A","N/A","3329","N/A","N/A","N/A","69434","N/A","N/A","N/A","N/A","N/A"
"117","The Kid LAROI.","Australia","Pop","324","117","N/A","4682170","N/A","12205990981","N/A","33659444","182954031","366","N/A","5200000","N/A","2561480072","N/A","37944907","3998","N/A","3600000","N/A","N/A","N/A","3963464","N/A","N/A","792080","N/A","501090","N/A","N/A","327099","N/A","460066","N/A","N/A","243","N/A","N/A","N/A","25880","31","4","46","N/A","98.25175697555754"
"118","Romeo Santos","United States","Latin","55","118","N/A","19767220","N/A","11224607921","N/A","23804394","97805383","13","N/A","21000000","N/A","22296845289","N/A","80813659","188","N/A","5100000","N/A","N/A","N/A","21812870","N/A","N/A","38281763","N/A","4872196","N/A","N/A","3678313","N/A","229315","N/A","N/A","187","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"119","Tyler, the Creator","United States","Hip Hop","233","119","N/A","12417017","N/A","13227959817","N/A","29628954","117546930","612","N/A","4910000","N/A","1977837459","N/A","37574479","884","N/A","192300","N/A","N/A","N/A","14326126","N/A","N/A","3773197","N/A","9801377","N/A","N/A","699503","N/A","767","N/A","N/A","4037","N/A","N/A","N/A","36762","118","19","835","N/A","151.3046685525397"
"120","Marília Mendonça","Brazil","Latin","85","120","N/A","32554584","N/A","10882710414","N/A","12477909","72975793","91","N/A","26000000","N/A","18809615415","N/A","99737363","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","12806577","N/A","18430","N/A","N/A","260","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"121","Green Day","United States","Punk","198","121","N/A","14271487","N/A","8550895249","N/A","27889187","146342155","713","N/A","6380000","N/A","3543773202","N/A","29494307","712","N/A","1200000","N/A","N/A","N/A","4612922","N/A","N/A","28996235","N/A","4788339","N/A","N/A","4633026","N/A","1653856","N/A","N/A","84","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"122","Martin Garrix","Netherlands","Electronic","192","122","N/A","15861532","N/A","11091407078","N/A","22805761","154771264","318","N/A","14600000","N/A","9507664919","N/A","78657980","391","N/A","1700000","N/A","N/A","N/A","15767982","N/A","N/A","16185494","N/A","8383397","N/A","N/A","7290514","N/A","2042075","N/A","N/A","147","N/A","N/A","N/A","322","290","154","26835","N/A","29708.99846443929"
"123","Macklemore","United States","Hip Hop","319","123","N/A","2111458","N/A","11567859043","N/A","29746437","138708532","524","N/A","9470000","N/A","6857211596","N/A","48375995","987","N/A","1600000","N/A","N/A","N/A","4809356","N/A","N/A","5947551","N/A","2176627","N/A","N/A","893169","N/A","2683332","N/A","N/A","643","N/A","N/A","N/A","8544","97","16","1714","N/A","1077.85213487589"
"124","Young Thug","United States","Hip Hop","191","124","N/A","8779831","N/A","22492704272","N/A","32402236","238669516","146","N/A","6180000","N/A","13094719510","N/A","109946508","763","N/A","1300000","N/A","N/A","N/A","9747147","N/A","N/A","6070647","N/A","6186250","N/A","N/A","1286853","N/A","1270386","N/A","N/A","1906","N/A","N/A","N/A","9142","177","32","909","N/A","452.44256569209546"
"125","AVA MAX","United States","Pop","285","125","N/A","5980212","N/A","8042815476","N/A","33893254","237244177","487","N/A","6280000","N/A","4850401070","N/A","53037907","1329","N/A","2500000","N/A","N/A","N/A","3223719","N/A","N/A","3248226","N/A","222593","N/A","N/A","941321","N/A","114314","N/A","N/A","41","N/A","N/A","N/A","623","49","15","1550","N/A","9105.600311032005"
"126","Junior H","Mexico","Latin","146","126","N/A","9583271","N/A","7218135204","N/A","26728378","113826447","562","N/A","18400","N/A","2559066398","N/A","19548686","449","N/A","313800","N/A","N/A","N/A","6648095","N/A","N/A","1739086","N/A","70856","N/A","N/A","478259","N/A","N/A","N/A","N/A","10037","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"127","Don Omar","Puerto Rico","Latin","104","127","N/A","9959067","N/A","12456767901","N/A","32938902","166642067","53","N/A","10300000","N/A","11757176911","N/A","55779912","528","N/A","1200000","N/A","N/A","N/A","9381303","N/A","N/A","23135772","N/A","5458808","N/A","N/A","3744271","N/A","82637","N/A","N/A","767","N/A","N/A","N/A","78906","13","0","0","N/A","17.563477331526066"
"128","Bon Jovi","United States","Rock","170","128","N/A","12586330","N/A","6208205493","N/A","26719852","168233926","180","N/A","7680000","N/A","6811326482","N/A","32428623","1637","N/A","499800","N/A","N/A","N/A","1881693","N/A","N/A","24411137","N/A","2966502","N/A","N/A","4625468","N/A","56284","N/A","N/A","20","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"129","Kygo","Norway","Electronic","309","129","N/A","8426398","N/A","15235086998","N/A","27242822","189769183","210","N/A","6680000","N/A","6366665493","N/A","41159623","2212","N/A","464500","N/A","N/A","N/A","5386967","N/A","N/A","3192253","N/A","473727","N/A","N/A","2169661","N/A","1509421","N/A","N/A","186","N/A","N/A","N/A","2129","154","53","3514","N/A","12935.66831177117"
"130","Kodak Black","United States","Hip Hop","201","130","N/A","9632712","N/A","11991622708","N/A","27634266","141772810","314","N/A","8550000","N/A","7984007503","N/A","72413615","947","N/A","1800000","N/A","N/A","N/A","13037121","N/A","N/A","2840446","N/A","4399850","N/A","N/A","516976","N/A","1838108","N/A","N/A","1002","N/A","N/A","N/A","47972","59","3","25","N/A","57.64653469337228"
"131","Jack Harlow","United States","Hip Hop","444","131","N/A","2976721","N/A","10209782886","N/A","27046301","128810148","1095","N/A","2470000","N/A","1905209201","N/A","29563527","1596","N/A","5400000","N/A","N/A","N/A","6767365","N/A","N/A","1131336","N/A","1307184","N/A","N/A","255427","N/A","271073","N/A","N/A","264","N/A","N/A","N/A","62343","9","4","32","N/A","17.57481954870826"
"132","A$AP Rocky","United States","Hip Hop","184","132","N/A","12686948","N/A","16906523154","N/A","30261439","158156754","288","N/A","5080000","N/A","4849694280","N/A","46956700","347","N/A","346200","N/A","N/A","N/A","17603460","N/A","N/A","8689592","N/A","2837848","N/A","N/A","1758400","N/A","3444188","N/A","N/A","3531","N/A","N/A","N/A","1159","146","39","2829","N/A","3753.330147217615"
"133","Jungkook (정국)","South Korea","Pop","334","133","N/A","9307677","N/A","2486195800","N/A","34164393","188733469","2574","N/A","27","N/A","961402617","N/A","20113308","3594","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","657278","N/A","17528","N/A","N/A","131623","N/A","9","N/A","N/A","30667","N/A","N/A","N/A","64246","N/A","N/A","N/A","N/A","N/A"
"134","Gunna","United States","Hip Hop","200","134","N/A","5756828","N/A","17959161106","N/A","35881985","233871255","416","N/A","2360000","N/A","4730932855","N/A","47277527","1537","N/A","1800000","N/A","N/A","N/A","4573261","N/A","N/A","1998891","N/A","2473037","N/A","N/A","525193","N/A","512991","N/A","N/A","3652","N/A","N/A","N/A","8932","151","20","805","N/A","506.93337492934427"
"135","Nicky Jam","United States","Latin","81","135","N/A","19176505","N/A","23177119772","N/A","28645691","179310819","50","N/A","23600000","N/A","31199834135","N/A","145785829","79","N/A","7000000","N/A","N/A","N/A","44223061","N/A","N/A","29327640","N/A","4805925","N/A","N/A","6197590","N/A","124506","N/A","N/A","210","N/A","N/A","N/A","28107","27","0","0","N/A","54.27827801477115"
"136","Migos","United States","Hip Hop","208","136","N/A","13414063","N/A","14119034823","N/A","18228393","86559456","126","N/A","12500000","N/A","10633611115","N/A","83293457","1446","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2730210","N/A","1465928","N/A","N/A","1493","N/A","N/A","N/A","39897","159","27","2303","N/A","391.40013918692483"
"137","The Rolling Stones","United Kingdom","Blues","265","137","N/A","13214088","N/A","15534065834","N/A","25523880","134269992","899","N/A","2900000","N/A","2782206569","N/A","17667608","1214","N/A","432300","N/A","N/A","N/A","3626994","N/A","N/A","18823823","N/A","3517021","N/A","N/A","6185895","N/A","41352","N/A","N/A","15","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"138","Zara Larsson","Sweden","Pop","320","138","N/A","10385754","N/A","9513160997","N/A","24222781","194043108","302","N/A","6720000","N/A","5482109676","N/A","44714930","988","N/A","1700000","N/A","N/A","N/A","8367269","N/A","N/A","3096392","N/A","1486970","N/A","N/A","1389755","N/A","76765","N/A","N/A","156","N/A","N/A","N/A","3387","59","19","1316","N/A","1843.4003237380227"
"139","Flo Rida","United States","Hip Hop","308","139","N/A","8934007","N/A","12921611195","N/A","27668053","145995197","466","N/A","5540000","N/A","7010110223","N/A","39637272","2602","N/A","584800","N/A","N/A","N/A","919574","N/A","N/A","15881333","N/A","4770396","N/A","N/A","4498509","N/A","44143","N/A","N/A","140","N/A","N/A","N/A","2702","201","12","843","N/A","2125.7309956208364"
"140","Panic! At The Disco","United States","Rock","433","140","N/A","11968299","N/A","10659349808","N/A","23057273","134122050","875","N/A","5000000","N/A","4298412008","N/A","44369917","3170","N/A","1400000","N/A","N/A","N/A","4427715","N/A","N/A","7036038","N/A","2786683","N/A","N/A","1471892","N/A","402941","N/A","N/A","299","N/A","N/A","N/A","114245","33","0","0","N/A","8.71267523298182"
"141","DJ Khaled","United States","Hip Hop","123","141","N/A","10285244","N/A","9941429542","N/A","26283717","145824860","194","N/A","13100000","N/A","6990729286","N/A","53701519","74","N/A","5600000","N/A","N/A","N/A","36927515","N/A","N/A","21759964","N/A","5667461","N/A","N/A","1491253","N/A","324589","N/A","N/A","259","N/A","N/A","N/A","30155","143","17","1217","N/A","122.90380145811953"
"142","Morgan Wallen","United States","Country","80","142","N/A","6874507","N/A","11195555373","N/A","26040516","135278091","141","N/A","2400000","N/A","2781390628","N/A","12556218","419","N/A","4600000","N/A","N/A","N/A","6351794","N/A","N/A","2826667","N/A","729551","N/A","N/A","109066","N/A","161996","N/A","N/A","68","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"143","ABBA","Sweden","Pop","173","143","N/A","10796253","N/A","7280729073","N/A","27950595","122715150","238","N/A","4510000","N/A","4046917028","N/A","24043342","1270","N/A","3200000","N/A","N/A","N/A","1142271","N/A","N/A","6860362","N/A","114107","N/A","N/A","2468697","N/A","33956","N/A","N/A","30","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"144","Pharrell Williams","United States","R&B","292","144","N/A","4257032","N/A","11826808820","N/A","32069773","288801437","195","N/A","4050000","N/A","9173078407","N/A","54935444","415","N/A","1200000","N/A","N/A","N/A","15058722","N/A","N/A","12995486","N/A","10583240","N/A","N/A","3029962","N/A","47863","N/A","N/A","1016","N/A","N/A","N/A","4675","77","23","4031","N/A","5490.163976643797"
"145","Chencho Corleone","Puerto Rico","Latin","364","145","N/A","518485","N/A","6225099520","N/A","28481909","151238236","350","N/A","880000","N/A","7019728668","N/A","35908599","2490","N/A","200500","N/A","N/A","N/A","3050755","N/A","N/A","2380263","N/A","28662","N/A","N/A","464854","N/A","N/A","N/A","N/A","6010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"146","Joji","United States","R&B","432","146","N/A","8836204","N/A","9979521719","N/A","22874984","110526366","792","N/A","3360000","N/A","2495836383","N/A","41732372","1924","N/A","1200000","N/A","N/A","N/A","6989272","N/A","N/A","2435304","N/A","1794303","N/A","N/A","453044","N/A","253546","N/A","N/A","1059","N/A","N/A","N/A","53180","32","1","8","N/A","38.623402616510795"
"147","Snoop Dogg","United States","Hip Hop","77","147","N/A","10096511","N/A","22468044910","N/A","30137390","220313781","94","N/A","9420000","N/A","14739853551","N/A","117963879","43","N/A","26700000","N/A","N/A","N/A","81124632","N/A","N/A","44830234","N/A","20738383","N/A","N/A","7121789","N/A","1110217","N/A","N/A","484","N/A","N/A","N/A","10925","716","29","1111","N/A","1015.9691786805793"
"148","Playboi Carti","United States","Hip Hop","230","148","N/A","8643405","N/A","10091134783","N/A","38163458","208352360","1094","N/A","2920000","N/A","1629988685","N/A","24872054","1236","N/A","1400000","N/A","N/A","N/A","10654953","N/A","N/A","604977","N/A","2493366","N/A","N/A","458723","N/A","1369583","N/A","N/A","6532","N/A","N/A","N/A","50565","66","5","40","N/A","43.34376252650722"
"149","Polo G","United States","Hip Hop","232","149","N/A","9979668","N/A","11754951140","N/A","24355321","175671413","381","N/A","5710000","N/A","4042378524","N/A","51099593","825","N/A","4500000","N/A","N/A","N/A","10830616","N/A","N/A","784480","N/A","3460334","N/A","N/A","621220","N/A","1280008","N/A","N/A","4981","N/A","N/A","N/A","24058","52","5","20","N/A","142.726472888122"
"150","Quevedo","Spain","Hip Hop","144","150","N/A","2644482","N/A","5377692419","N/A","38157734","231336626","564","N/A","1670000","N/A","1206875966","N/A","10594951","379","N/A","2400000","N/A","N/A","N/A","2885250","N/A","N/A","N/A","N/A","214539","N/A","N/A","126325","N/A","N/A","N/A","N/A","1972","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"151","Major Lazer","Jamaica","Electronic","247","151","N/A","6370544","N/A","13170962673","N/A","24712786","141057864","305","N/A","14800000","N/A","9807764679","N/A","69799005","3780","N/A","386500","N/A","N/A","N/A","3563763","N/A","N/A","4016424","N/A","1831334","N/A","N/A","7494434","N/A","4239043","N/A","N/A","155","N/A","N/A","N/A","909","357","50","3101","N/A","6368.600869172707"
"152","Arcángel","United States","Latin","122","152","N/A","11802472","N/A","12920717652","N/A","23853756","134256526","74","N/A","11400000","N/A","19810389658","N/A","106230605","222","N/A","2100000","N/A","N/A","N/A","16279535","N/A","N/A","13831162","N/A","2086926","N/A","N/A","1521855","N/A","103236","N/A","N/A","N/A","N/A","N/A","N/A","89776","11","0","0","N/A","15.715742892574918"
"153","Sean Paul","Jamaica","Reggae","187","153","N/A","4462792","N/A","11354577553","N/A","35484575","230312703","85","N/A","4540000","N/A","16087798702","N/A","91998450","1410","N/A","1600000","N/A","N/A","N/A","1758313","N/A","N/A","13346975","N/A","1323525","N/A","N/A","3505119","N/A","81521","N/A","N/A","165","N/A","N/A","N/A","20592","129","20","1801","N/A","3485.235013460333"
"154","Usher","United States","R&B","153","154","N/A","10704083","N/A","11321416547","N/A","28582194","209610246","113","N/A","7540000","N/A","8974374934","N/A","50027977","352","N/A","5100000","N/A","N/A","N/A","11310737","N/A","N/A","52456628","N/A","11909097","N/A","N/A","6791177","N/A","541473","N/A","N/A","283","N/A","N/A","N/A","33728","281","16","755","N/A","573.3192574854575"
"155","Dr. Dre","United States","Hip Hop","228","155","N/A","10306170","N/A","12264062952","N/A","22827899","128865456","285","N/A","6690000","N/A","5301297885","N/A","41654656","2120","N/A","N/A","N/A","N/A","N/A","7273210","N/A","N/A","17671450","N/A","2984968","N/A","N/A","3937392","N/A","141336","N/A","N/A","789","N/A","N/A","N/A","58008","55","8","680","N/A","37.893917754380084"
"156","Camilo","Colombia","Pop","157","156","N/A","18059377","N/A","8917703533","N/A","20751187","109799018","127","N/A","16000000","N/A","10467492945","N/A","86897083","201","N/A","30400000","N/A","N/A","N/A","28179197","N/A","N/A","18873279","N/A","1735036","N/A","N/A","2132962","N/A","30769","N/A","N/A","267","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"157","Robin Schulz","Germany","Electronic","426","157","N/A","3095160","N/A","10429143078","N/A","27766162","189006460","688","N/A","3660000","N/A","4480496683","N/A","24176293","4516","N/A","174700","N/A","N/A","N/A","585200","N/A","N/A","1672193","N/A","220546","N/A","N/A","1592004","N/A","457883","N/A","N/A","22","N/A","N/A","N/A","459","365","75","5140","N/A","20866.487685584976"
"158","Gorillaz","United Kingdom","Rock","216","158","N/A","10773036","N/A","7938528221","N/A","23135277","120179870","359","N/A","10500000","N/A","4820685531","N/A","58834205","1113","N/A","3700000","N/A","N/A","N/A","4742329","N/A","N/A","10391081","N/A","1022194","N/A","N/A","2412921","N/A","429542","N/A","N/A","364","N/A","N/A","N/A","208","58","14","3278","N/A","22955.42099513651"
"159","Clean Bandit","United Kingdom","Pop","371","159","N/A","5258392","N/A","8933845233","N/A","21928598","112408781","393","N/A","10400000","N/A","8329691496","N/A","52387040","7694","N/A","282200","N/A","N/A","N/A","1174518","N/A","N/A","2477072","N/A","405317","N/A","N/A","4039422","N/A","305930","N/A","N/A","70","N/A","N/A","N/A","6424","85","19","1953","N/A","4553.890655351467"
"160","Kali Uchis","Colombia","R&B","186","160","N/A","5110245","N/A","7359511078","N/A","34459235","231148311","431","N/A","2230000","N/A","1688605576","N/A","23255021","427","N/A","3900000","N/A","N/A","N/A","5799333","N/A","N/A","719361","N/A","1195752","N/A","N/A","254050","N/A","294998","N/A","N/A","1572","N/A","N/A","N/A","18094","41","6","876","N/A","138.11077162152347"
"161","Jhayco","Puerto Rico","Latin","140","161","N/A","6524561","N/A","10131944379","N/A","30813434","164547076","134","N/A","4970000","N/A","7031253657","N/A","42672526","542","N/A","2400000","N/A","N/A","N/A","5264353","N/A","N/A","3157832","N/A","1174628","N/A","N/A","63332","N/A","62965","N/A","N/A","1581","N/A","N/A","N/A","68893","N/A","N/A","N/A","N/A","N/A"
"162","Fall Out Boy","United States","Rock","287","162","N/A","10229683","N/A","10914354737","N/A","26624615","127149873","370","N/A","5780000","N/A","3851873013","N/A","34314693","1211","N/A","400300","N/A","N/A","N/A","3256727","N/A","N/A","8547159","N/A","3002423","N/A","N/A","2330432","N/A","4592605","N/A","N/A","474","N/A","N/A","N/A","12028","17","11","338","N/A","673.0370934019695"
"163","Alicia Keys","United States","R&B","147","163","N/A","10991829","N/A","9247982354","N/A","24169097","179502234","237","N/A","6400000","N/A","4657477131","N/A","32867555","140","N/A","7300000","N/A","N/A","N/A","26866041","N/A","N/A","43085107","N/A","29913107","N/A","N/A","5375575","N/A","1937013","N/A","N/A","189","N/A","N/A","N/A","9750","219","11","1210","N/A","456.9540515949756"
"164","Madonna","United States","Pop","138","164","N/A","7163912","N/A","4427783987","N/A","41217756","288181756","386","N/A","6590000","N/A","5602474343","N/A","35162748","300","N/A","3900000","N/A","N/A","N/A","19168885","N/A","N/A","18643003","N/A","2849510","N/A","N/A","4371151","N/A","1519842","N/A","N/A","9","N/A","N/A","N/A","967","148","13","618","N/A","4671.552320779349"
"165","Whitney Houston","United States","Pop","204","165","N/A","9539234","N/A","5627482114","N/A","23513188","228110078","149","N/A","8320000","N/A","6172051888","N/A","32548784","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3380005","N/A","N/A","N/A","N/A","35","N/A","N/A","N/A","4076","175","5","566","N/A","1435.5762895625367"
"166","Childish Gambino","United States","Hip Hop","286","166","N/A","11292462","N/A","9013818052","N/A","22265102","80989387","282","N/A","6400000","N/A","3269513181","N/A","33466483","3649","N/A","N/A","N/A","N/A","N/A","4475775","N/A","N/A","2585084","N/A","2608431","N/A","N/A","1288338","N/A","1308976","N/A","N/A","1927","N/A","N/A","N/A","2878","25","8","1599","N/A","7296.196159352279"
"167","Luis Fonsi","Puerto Rico","Pop","132","167","N/A","11212894","N/A","7453430319","N/A","22026656","93811831","72","N/A","31500000","N/A","16413012463","N/A","96436242","428","N/A","1500000","N/A","N/A","N/A","14206161","N/A","N/A","16778311","N/A","9827113","N/A","N/A","3042682","N/A","57807","N/A","N/A","201","N/A","N/A","N/A","22114","18","1","44","N/A","80.10873247389942"
"168","Aerosmith","United States","Rock","273","168","N/A","13745639","N/A","5430944766","N/A","23369184","167663443","474","N/A","3700000","N/A","3521721474","N/A","18464048","2360","N/A","120600","N/A","N/A","N/A","2992652","N/A","N/A","16616335","N/A","2131572","N/A","N/A","4762499","N/A","985261","N/A","N/A","43","N/A","N/A","N/A","137266","4","0","0","N/A","1.056081846422038"
"169","Daniel Caesar","Canada","R&B","468","169","N/A","4403161","N/A","7845589426","N/A","26155350","147332231","811","N/A","1770000","N/A","1947611792","N/A","20146295","2286","N/A","413800","N/A","N/A","N/A","1864709","N/A","N/A","338446","N/A","413454","N/A","N/A","234592","N/A","342856","N/A","N/A","7338","N/A","N/A","N/A","105680","8","2","5","N/A","7.3897498596268605"
"170","Luke Combs","United States","Country","139","170","N/A","9092579","N/A","8833609026","N/A","23704858","145302277","390","N/A","3170000","N/A","3126573447","N/A","13421261","424","N/A","4900000","N/A","N/A","N/A","5702928","N/A","N/A","4783191","N/A","1068989","N/A","N/A","211195","N/A","100721","N/A","N/A","99","N/A","N/A","N/A","67569","N/A","N/A","N/A","N/A","N/A"
"171","Rema","Nigeria","African","155","171","N/A","2993832","N/A","1970684597","N/A","33716849","202046619","646","N/A","3620000","N/A","1090467031","N/A","11457698","239","N/A","4500000","N/A","N/A","N/A","5807512","N/A","N/A","511414","N/A","4363490","N/A","N/A","366064","N/A","62053","N/A","N/A","216","N/A","N/A","N/A","450","24","3","431","N/A","8728.894418051565"
"172","Calum Scott","United Kingdom","Pop","409","172","N/A","5289675","N/A","4634069873","N/A","26624065","278475041","465","N/A","6450000","N/A","3235471834","N/A","24195363","4984","N/A","1100000","N/A","N/A","N/A","1019726","N/A","N/A","1872770","N/A","207012","N/A","N/A","378690","N/A","60287","N/A","N/A","365","N/A","N/A","N/A","1103","28","9","693","N/A","4610.190011195798"
"173","Shreya Ghoshal","India","Pop","166","173","N/A","19283359","N/A","4144829368","N/A","32168367","28689167","255","N/A","1700000","N/A","8325606496","N/A","53804764","235","N/A","1600000","N/A","N/A","N/A","28055138","N/A","N/A","32854252","N/A","7135203","N/A","N/A","228344","N/A","12500","N/A","N/A","3249","N/A","N/A","N/A","132274","8","0","0","N/A","2.112163692844076"
"174","5 Seconds of Summer","Australia","Pop","313","174","N/A","9600022","N/A","9550725600","N/A","19476380","86763387","585","N/A","7990000","N/A","3480636365","N/A","52234190","378","N/A","1800000","N/A","N/A","N/A","11302640","N/A","N/A","10045629","N/A","12258161","N/A","N/A","1843688","N/A","250627","N/A","N/A","371","N/A","N/A","N/A","79537","5","1","15","N/A","28.684287104570284"
"175","Creedence Clearwater Revival","United States","Rock","351","175","N/A","6020851","N/A","6485008299","N/A","27962971","88179029","1255","N/A","1750000","N/A","1182302082","N/A","7810897","8547","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1262541","N/A","22364","N/A","N/A","127","N/A","N/A","N/A","85243","10","0","0","N/A","14.030394061785499"
"176","Hozier","Ireland","R&B","382","176","N/A","5868412","N/A","9020806950","N/A","26845778","203198680","717","N/A","3710000","N/A","2565896035","N/A","22545337","1092","N/A","1200000","N/A","N/A","N/A","2258126","N/A","N/A","1849769","N/A","984668","N/A","N/A","1138204","N/A","135722","N/A","N/A","913","N/A","N/A","N/A","1017","11","8","547","N/A","4991.251148398698"
"177","Labrinth","United Kingdom","Pop","391","177","N/A","3019123","N/A","8499960117","N/A","28741320","116501988","341","N/A","2880000","N/A","3568269644","N/A","38048549","3257","N/A","1600000","N/A","N/A","N/A","1498595","N/A","N/A","1135138","N/A","1095417","N/A","N/A","565463","N/A","142464","N/A","N/A","2356","N/A","N/A","N/A","22768","51","5","332","N/A","620.689898661763"
"178","Paulo Londra","Argentina","Pop","171","178","N/A","22297898","N/A","6764576307","N/A","13511306","36038111","176","N/A","22400000","N/A","10084303848","N/A","98041770","672","N/A","7100000","N/A","N/A","N/A","13948746","N/A","N/A","10079328","N/A","1824604","N/A","N/A","1749084","N/A","1212","N/A","N/A","1026","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
